Name_Ext_Mtd,Con_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACC,CON_TYPE_ACC,CON_FIELD_ACC,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELE,CON_PACKAGE,LOC_Extracted_Method,Num_local,Num_Literal,Num_Invocation,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Type_Ac,Num_Field_Ac,Num_Assign,Num_Typed_Ele,Num_Package,ratio_LOC,Ratio_Variable_Access,Ratio_Variable_Access2,VarAc_Cohesion,VarAc_Cohesion2,Ratio_Field_Access,Ratio_Field_Access2,Field_Cohesion,Field_Cohesion2,Ratio_Invocation,Invocation_Cohesion,Ratio_Type_Access,Ratio_Type_Access2,TypeAc_Cohesion,TypeAc_Cohesion2,Ratio_Typed_Ele,TypedEle_Cohesion,Ratio_Package,Ratio_Package2,Package_Cohesion,Package_Cohesion2
removeNodes,0,0,0,2,0,0,0,1,2,0,0,0,5,13,27,7,1,9,6,0,0,22,11,7,2,68,107,1.6875,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.875,0.0,1.0,0.0
addAdditionalLoggingHandler,2,1,0,1,0,0,0,4,2,1,0,0,9,18,6,0,0,3,0,0,0,6,5,4,0,18,34,0.75,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333
processField,20,1,1,7,2,0,1,13,7,6,0,0,30,47,17,1,1,6,5,0,0,13,5,3,0,36,51,0.5666666666666667,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.3333333333333333,1.0,0.0,0.16666666666666666,0.0
canonicalizePath,25,3,1,27,7,0,0,40,21,8,0,3,121,243,19,4,1,8,3,0,0,19,1,0,3,51,84,0.4418604651162791,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.0,0.25,0.0,1.0,0.25,0.5,0.10526315789473684,0.25,0.5
onRemoteStatusChanged,16,3,0,7,5,0,0,17,9,7,0,3,49,65,5,1,1,1,1,0,0,5,2,2,0,14,25,0.20833333333333334,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2222222222222222,0.0,1.0,0.0,1.0,1.0,1.0,0.3548387096774194,1.0,1.0
readSynchResult,79,12,1,33,9,1,1,53,19,5,0,6,163,215,43,9,1,19,4,0,1,36,9,0,6,104,165,0.36134453781512604,1.1666666666666667,1.0,0.4,0.2,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.75,0.2,0.4,2.0,0.2,1.0,0.8,0.2,0.2
internalAddEntry,14,0,0,6,1,0,0,6,4,2,0,0,22,39,11,1,1,2,2,0,0,9,5,4,2,26,33,0.4583333333333333,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.25,1.0,0.25,0.625,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
getClient,0,0,0,1,0,0,0,2,1,0,0,0,5,13,24,4,1,18,2,0,0,33,12,11,4,86,138,1.5,8.0,1.0,0.2,0.2,8.0,0.0,0.2,0.0,1.0,0.1,2.75,0.0,0.4,0.0,8.0,0.2,3.176470588235294,1.0,0.6,0.4
runPausedMode,0,0,0,1,0,0,0,0,1,0,0,0,3,3,15,2,1,17,1,0,0,18,19,8,2,69,92,1.875,3.0,1.0,0.375,0.375,2.0,1.0,0.25,0.25,2.0,0.25,2.0,1.0,0.25,0.75,3.0,0.375,2.4,1.0,0.5,1.0
mockStatementBatch,0,0,0,1,0,0,0,7,1,0,0,0,11,57,24,8,1,7,3,3,0,33,6,1,3,104,203,1.0,1.0,1.0,0.25,0.25,1.0,0.0,0.08333333333333333,0.0,1.0,0.08333333333333333,1.0,1.0,0.08333333333333333,0.08333333333333333,1.0,0.6666666666666666,1.0784313725490196,1.0,0.6666666666666666,0.25
getListenerAddress,0,0,0,1,0,0,0,1,1,0,0,0,4,6,15,4,1,6,3,1,0,18,7,6,0,55,57,1.0,1.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,1.5,0.3333333333333333,1.1818181818181819,1.0,0.3333333333333333,0.6666666666666666
createGogsWebhook,13,7,1,3,0,0,0,15,6,5,0,0,41,65,39,10,1,26,6,0,0,53,8,1,3,153,432,0.8478260869565217,1.5,1.0,0.15789473684210525,0.2631578947368421,1.0,0.0,0.05263157894736842,0.0,1.0,0.15789473684210525,1.0,0.0,0.15789473684210525,0.0,2.0,0.10526315789473684,1.0,1.0,0.5263157894736842,0.21052631578947367
addEntityScanBeanPostProcessor,5,1,0,4,1,0,0,7,4,1,0,0,17,53,7,1,1,7,0,0,0,9,4,2,0,24,49,0.7777777777777778,1.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.8333333333333334,0.7692307692307693,0.0,0.5,0.0
from,0,0,0,1,0,0,0,3,1,0,0,0,11,27,61,8,1,25,17,0,0,43,11,1,1,118,262,1.525,2.0,1.0,0.16666666666666666,0.6666666666666666,1.0,0.0,0.08333333333333333,0.0,1.0,0.25,1.0,0.0,0.3333333333333333,0.0,2.0,0.16666666666666666,1.2432432432432432,1.0,0.4166666666666667,0.3333333333333333
plan,5,2,0,2,1,0,0,6,1,0,0,0,15,34,12,3,1,2,2,0,0,9,1,1,0,21,42,0.631578947368421,1.0,1.0,0.25,0.25,0.5,0.0,0.25,0.0,1.0,0.25,0.5,0.0,0.25,0.0,1.0,0.75,1.0,0.25,0.5,0.25
submitBackground,0,0,0,1,0,0,0,1,1,0,0,0,4,12,17,2,1,20,2,0,0,25,12,10,0,78,147,1.0,1.0,0.0,0.7142857142857143,0.0,1.0,1.0,0.2857142857142857,0.42857142857142855,1.0,0.2857142857142857,1.0,0.0,0.7142857142857143,0.0,1.0,0.7142857142857143,1.0526315789473684,1.0,1.0,1.0
contains,0,0,0,1,0,0,0,1,1,0,0,0,3,8,2,0,0,3,0,0,0,1,3,0,0,9,9,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
contains,0,0,0,1,0,0,0,1,1,0,0,0,3,8,2,0,0,3,0,0,0,1,3,0,0,9,9,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
getDevices,46,10,1,27,5,0,0,37,19,7,0,3,125,206,13,2,1,8,2,0,0,11,7,4,1,44,64,0.21666666666666667,1.0,1.0,0.6,0.2,1.0,0.0,0.2,0.0,1.0,0.4,0.5384615384615384,0.0,0.8,0.0,1.0,0.6,1.0,0.6857142857142857,0.2,1.0
parseFormalParameterList,0,0,0,1,0,0,0,0,1,0,0,0,3,4,15,3,1,13,2,0,0,6,16,0,0,51,65,0.3409090909090909,1.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,1.0,0.35537190082644626,0.16666666666666666,0.8333333333333334
gatherScannables,23,2,1,9,2,0,0,9,2,2,0,1,36,43,75,17,1,67,14,0,0,73,19,40,0,223,273,1.3392857142857142,1.0714285714285714,0.0,0.5384615384615384,0.0,1.0714285714285714,0.0,0.5384615384615384,0.0,1.0,0.07692307692307693,4.0,1.0,0.46153846153846156,0.07692307692307693,4.0,0.46153846153846156,2.15,0.0,1.0,0.0
load,3,2,1,6,0,0,0,6,7,4,0,0,30,42,10,1,1,8,1,0,0,15,10,8,1,44,85,1.25,1.0,0.8,0.14285714285714285,0.5714285714285714,1.0,0.8,0.14285714285714285,0.5714285714285714,1.0,0.14285714285714285,1.0,0.8,0.14285714285714285,0.5714285714285714,1.0,0.14285714285714285,3.8,1.0,0.5714285714285714,0.14285714285714285
signatureBaseString,3,3,0,4,0,0,0,11,5,2,0,0,23,102,10,3,1,8,0,0,0,14,5,0,0,34,119,0.8333333333333334,1.0,1.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.2222222222222222,1.0,0.6666666666666666,0.2222222222222222,0.2222222222222222,1.0,0.6666666666666666,0.7058823529411765,0.0,0.3333333333333333,0.0
handleInputStreamMessage,9,1,1,7,3,0,0,13,7,4,0,0,35,103,57,8,1,20,3,0,0,42,12,8,2,117,225,0.8507462686567164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
displayInputFragment,33,3,1,16,3,0,1,25,16,8,0,3,68,124,3,1,0,5,0,0,0,2,2,0,0,10,8,0.14285714285714285,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.25,0.0,1.0,0.0
cryptoOperation,0,0,0,1,0,0,0,1,1,0,0,0,4,8,35,6,1,17,5,0,0,26,14,1,0,84,107,1.0606060606060606,1.0,1.0,0.4,0.1,1.0,0.0,0.1,0.0,1.0,0.3,1.0,0.0,0.4,0.0,1.0,0.4,1.04,0.0,0.6,0.0
replayRemoteTransactionIfNeeded,19,2,1,10,6,0,0,19,9,8,0,0,48,98,19,2,1,15,4,0,0,25,9,8,2,64,102,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5294117647058824,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0
eventually,0,0,0,1,0,0,0,4,1,0,0,0,7,22,17,2,1,8,2,0,0,13,6,2,0,40,75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0
verifyRemoteTransaction,6,0,0,3,1,0,0,5,1,0,0,0,10,38,26,8,1,20,4,0,0,40,14,11,0,108,140,0.8666666666666667,1.0,1.0,0.375,0.25,1.0,1.0,0.25,0.25,2.0,0.25,1.2222222222222223,0.0,0.5,0.0,2.0,0.25,1.0277777777777777,0.0,0.875,0.0
createRollbackRpcOptions,5,2,0,6,1,0,0,11,3,1,0,0,22,91,2,0,0,3,0,0,0,1,1,1,0,6,6,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.23529411764705882,0.0,1.0,0.0
validateLongValue,0,0,0,2,0,0,0,6,2,1,0,0,10,38,13,1,0,6,2,0,0,12,5,0,0,31,80,1.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.1875,0.0,1.0,0.0
validateIntegerValue,0,0,0,2,0,0,0,6,2,1,0,0,10,38,13,1,0,6,2,0,0,12,5,0,0,31,80,1.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.1875,0.0,1.0,0.0
validateLongValue,0,0,0,2,0,0,0,4,2,1,0,0,8,30,10,0,0,5,1,0,0,6,4,0,0,18,55,1.4285714285714286,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.3333333333333333,0.0,1.0,0.0
getPluginMetrics,0,0,0,4,0,0,0,0,4,0,0,0,8,14,8,3,0,5,0,0,0,6,4,1,0,20,47,0.8888888888888888,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.25,2.5,1.0,0.5,0.5
openPostInReaderOrInAppWebview,4,4,0,5,0,0,0,9,1,0,0,0,19,52,18,2,1,12,4,0,0,20,11,0,0,57,162,1.0588235294117647,1.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,2.0,1.0,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,2.0,1.0,0.3333333333333333,1.0
getDescendants,0,0,0,1,0,0,0,1,1,0,0,0,3,11,8,3,1,5,0,0,0,10,1,0,0,23,47,1.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.2,0.0,1.0,0.6,1.0,0.0,1.0,0.0
getAmbuityParserInterpreter,15,5,0,13,1,0,0,26,3,0,0,2,56,139,15,3,0,15,1,0,0,20,4,0,2,49,123,0.5172413793103449,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.125,1.0,0.0,0.125,0.0,1.0,0.125,1.0,0.0,0.125,0.0
copyAttachments,18,1,0,18,5,0,0,11,4,0,0,1,43,57,13,1,1,11,4,0,0,6,0,0,1,25,20,0.41935483870967744,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.2,0.0,0.6666666666666666,0.0
allMockedTypes,4,1,1,31,1,0,0,18,22,9,0,1,77,106,5,1,1,4,0,0,0,7,1,0,1,21,38,0.4166666666666667,0.6666666666666666,0.5,0.5,0.75,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.38,0.5,1.0
evaluateTemplate,0,0,0,1,0,0,0,4,2,1,0,0,7,39,5,2,1,3,0,0,0,7,2,0,0,17,65,1.0,1.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.5,0.25,0.25,1.0,0.5,1.0,1.0,0.75,0.5
validateAndConvert,11,7,1,11,0,0,0,13,9,0,0,0,44,90,7,4,0,6,0,0,0,8,4,0,1,28,50,0.4375,1.0,1.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6111111111111112,0.43243243243243246,0.5,0.8333333333333334
convertToDrel,2,2,0,4,0,0,0,6,2,0,0,0,15,38,24,1,1,10,4,0,0,13,8,3,2,46,81,0.96,1.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.25,1.0,1.0,0.0,1.0,0.0
setPassword,24,3,0,15,5,0,0,30,21,20,0,0,85,111,11,4,1,8,1,1,0,15,1,1,2,42,52,0.3333333333333333,1.0,1.0,0.3333333333333333,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.3333333333333333,1.0,0.9375,0.16666666666666666,0.6666666666666666
collectGarbage,613,44,1,397,119,0,0,761,652,424,0,148,2541,2446,11,0,0,7,0,0,0,3,8,2,0,19,20,0.01788617886178862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.018604651162790697,0.0,1.0,0.0,0.08333333333333333,1.0,0.012213740458015267,0.0,1.0,0.0
putOutTheGarbage,613,44,1,397,119,0,0,761,652,424,0,148,2541,2446,4,0,0,3,0,0,0,0,3,0,0,6,6,0.0065040650406504065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0071090047393364926,0.0,1.0,0.0,0.08333333333333333,1.0,0.0071090047393364926,0.0,1.0,0.0
handleSendFailure,127,19,1,79,15,0,0,135,64,12,0,12,392,576,8,0,1,5,1,0,0,12,6,0,0,29,120,0.0625,0.3333333333333333,0.2,0.2,0.4,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.12,0.2,0.6,1.0,0.4,0.1510791366906475,0.09090909090909091,1.0,0.2
getMouseAdapter,91,12,1,59,3,0,0,152,69,82,0,32,410,584,55,11,1,31,8,0,0,39,9,4,2,126,199,0.17857142857142858,1.0,0.6428571428571429,1.0,1.0,0.1875,0.0,1.0,0.0,1.0,1.0,0.5,0.036036036036036036,1.0,1.0,1.0,1.0,0.5333333333333333,0.5054945054945055,1.0,1.0
createNonOfficeElements,91,12,1,59,3,0,0,152,69,82,0,32,410,584,63,1,1,49,1,0,0,59,50,45,6,254,360,0.20454545454545456,1.0,0.0,0.35,0.0,1.0,0.0,0.35,0.0,1.0,0.15,1.0,0.4444444444444444,0.1,0.2,1.0,0.35,1.0,0.34606741573033706,0.05,1.0
getMotherTonguePanel,91,12,1,59,3,0,0,152,69,82,0,32,410,584,23,2,1,17,3,0,0,22,16,13,3,87,141,0.07467532467532467,1.0,1.0,0.5714285714285714,0.42857142857142855,1.0,0.125,0.5714285714285714,0.2857142857142857,1.0,0.14285714285714285,1.0,0.12612612612612611,0.14285714285714285,0.7142857142857143,1.0,0.5714285714285714,0.3125,0.17763157894736842,0.14285714285714285,0.7142857142857143
getTreeModel,91,12,1,59,3,0,0,152,69,82,0,32,410,584,47,5,1,35,6,0,0,28,8,6,1,102,125,0.1525974025974026,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3157894736842105,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5172413793103449,0.14382022471910114,0.3333333333333333,0.6666666666666666
getTreeButtonPanel,91,12,1,59,3,0,0,152,69,82,0,32,410,584,37,14,1,22,0,0,0,38,6,10,5,113,179,0.12012987012987013,1.0,1.0,0.14285714285714285,0.21428571428571427,0.4,0.25,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,0.05405405405405406,0.0,0.2857142857142857,0.0,1.0,0.14285714285714285,0.42857142857142855,0.2898550724637681,0.14285714285714285,0.2857142857142857
testRenderedTab,6,2,1,7,0,0,0,9,3,5,0,1,30,48,9,2,1,10,0,0,0,10,3,7,0,29,47,0.75,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.16666666666666666,1.0,0.0,0.5,0.0,1.0,0.6666666666666666,0.8181818181818182,0.0,0.5,0.0
addDefaultHeaders,23,2,0,7,1,0,0,13,4,0,0,0,36,81,19,3,1,11,6,1,0,22,4,0,2,61,104,0.4523809523809524,1.0,0.8333333333333334,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.6,0.5,1.0,1.0,1.0,1.0,0.6875,0.5,1.0
getBlogsForCurrentView,12,2,0,7,1,0,0,8,4,1,0,2,29,91,15,1,1,4,3,0,0,7,7,3,0,29,51,0.6521739130434783,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.4411764705882353,0.5,1.0
bail,42,5,1,20,8,0,0,42,37,22,0,4,165,124,4,0,0,2,0,0,0,3,2,1,0,9,19,0.08695652173913043,0.14285714285714285,0.0,0.3333333333333333,0.0,0.14285714285714285,0.0,0.3333333333333333,0.0,0.5,0.3333333333333333,0.07142857142857142,0.0,0.6666666666666666,0.0,0.5,0.3333333333333333,0.4,0.14285714285714285,0.3333333333333333,0.3333333333333333
nextRowInternally,11,0,1,1,3,0,0,5,6,5,1,1,20,23,50,2,1,21,6,0,0,37,18,17,7,145,145,0.8620689655172413,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.72,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
createPreparedEvent,4,3,1,8,0,0,0,5,6,1,0,0,26,39,5,2,0,5,0,0,0,6,4,1,0,21,43,0.4166666666666667,1.0,1.0,0.5,0.25,1.0,0.0,0.25,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.5,1.0,0.8333333333333334,0.75,0.25
doSomething,0,0,0,1,0,0,0,4,1,0,0,0,7,35,8,2,1,7,0,0,0,10,3,0,0,28,67,1.0,1.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0,0.2857142857142857,0.0,1.0,0.2857142857142857,1.125,1.0,0.42857142857142855,0.42857142857142855
performBasicMappingTest,1,0,0,8,0,0,0,0,2,0,0,0,10,6,55,9,1,114,0,0,0,77,33,9,3,273,349,1.0,1.0,1.0,0.4074074074074074,0.3888888888888889,1.0,0.0,0.05555555555555555,0.0,1.0,0.14814814814814814,1.0,1.0,0.35185185185185186,0.05555555555555555,1.0,0.4074074074074074,1.0,1.0,0.8703703703703703,0.24074074074074073
processResolveVariants,2,1,0,3,0,0,0,4,1,2,0,0,11,13,15,1,1,9,2,1,0,20,9,9,0,55,93,1.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,1.0,6.0,1.0,1.0,0.5
executeReloadAndWaitForCompletion,0,0,0,1,0,0,0,2,2,1,0,0,5,9,3,0,0,2,0,0,0,2,2,0,0,6,11,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,1.0,0.0,1.0,0.5,0.8571428571428571,0.0,1.0,0.0
insertOrUpdate,0,0,0,1,0,0,0,2,1,0,0,0,5,10,18,5,1,15,2,5,0,39,12,8,2,111,76,1.2,1.5,1.0,0.5384615384615384,0.3076923076923077,1.0,1.0,0.38461538461538464,0.07692307692307693,1.0,0.07692307692307693,1.125,1.0,0.5384615384615384,0.07692307692307693,5.0,0.3076923076923077,1.146341463414634,0.0,0.8461538461538461,0.0
