Name_Ext_Mtd,Con_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACC,CON_TYPE_ACC,CON_FIELD_ACC,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELE,CON_PACKAGE,LOC_Extracted_Method,Num_local,Num_Literal,Num_Invocation,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Type_Ac,Num_Field_Ac,Num_Assign,Num_Typed_Ele,Num_Package,ratio_LOC,Ratio_Variable_Access,Ratio_Variable_Access2,VarAc_Cohesion,VarAc_Cohesion2,Ratio_Field_Access,Ratio_Field_Access2,Field_Cohesion,Field_Cohesion2,Ratio_Invocation,Invocation_Cohesion,Ratio_Type_Access,Ratio_Type_Access2,TypeAc_Cohesion,TypeAc_Cohesion2,Ratio_Typed_Ele,TypedEle_Cohesion,Ratio_Package,Ratio_Package2,Package_Cohesion,Package_Cohesion2
createGogsWebhook,3,0,1,1,1,0,0,2,3,2,0,1,8,13,43,12,1,27,5,0,0,54,19,13,2,181,257,0.9347826086956522,1.0,1.0,0.2631578947368421,0.2631578947368421,1.0,0.0,0.0,0.0,1.0,0.15789473684210525,1.0,1.0,0.10526315789473684,0.05263157894736842,1.0,0.2631578947368421,1.0,1.0,0.5263157894736842,0.05263157894736842
addEntityScanBeanPostProcessor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,8,1,0,0,11,5,3,0,29,53,1.0,1.0,1.0,0.8333333333333334,0.16666666666666666,1.0,0.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.8333333333333334,1.0,0.0,0.5,0.0
extendRecordBaseClass,11,2,0,18,0,0,0,22,8,3,0,0,50,133,4,0,1,3,1,0,0,3,1,0,0,10,16,0.26666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.0,1.0,0.0,1.0,0.0,0.46153846153846156,0.0,0.0,0.0
extendWrappingMapBaseClass,16,4,1,24,1,0,0,28,13,4,0,0,71,180,2,0,0,2,0,0,0,3,0,1,0,5,11,0.1111111111111111,1.0,0.09090909090909091,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03636363636363636,0.0,1.0,0.0
extendUnionBaseClass,18,6,1,24,1,0,0,32,16,7,0,0,83,180,4,0,1,7,1,0,0,6,3,0,0,21,37,0.18181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
extendWrappingArrayBaseClass,15,4,1,23,1,0,0,27,12,4,0,0,68,171,2,0,0,2,0,0,0,3,0,1,0,5,11,0.11764705882352941,1.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0392156862745098,0.0,1.0,0.0
isInMembersList,29,4,1,14,8,0,0,23,5,9,0,0,68,88,2,0,1,1,0,0,0,1,0,1,0,3,4,0.06451612903225806,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05128205128205128,0.034482758620689655,0.0,0.6666666666666666
from,32,6,0,18,8,0,0,24,9,1,0,1,77,179,8,2,1,4,1,0,0,9,1,0,0,24,40,0.2,1.0,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.5,0.0,0.16666666666666666,0.0,1.0,0.08333333333333333,0.24324324324324326,0.0,0.4166666666666667,0.0
has,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,4,1,0,0,3,4,2,0,14,34,0.8333333333333334,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
has,4,0,0,3,1,0,0,2,3,1,0,0,9,13,2,1,0,2,0,0,0,2,3,2,0,9,16,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
getDevices,58,11,1,33,8,0,0,45,23,10,0,4,149,246,2,0,1,1,0,0,0,2,2,1,0,8,14,0.03333333333333333,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
parseFormalParameterList,39,8,0,31,7,0,0,23,42,2,0,7,123,178,5,1,1,3,1,0,0,1,5,0,0,14,19,0.11363636363636363,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.1,0.16666666666666666,0.8333333333333334,1.0,0.16666666666666666,0.42857142857142855,0.12396694214876033,0.3333333333333333,0.8333333333333334
load,6,2,1,7,0,0,0,13,14,11,0,1,50,77,2,0,0,1,0,0,0,1,1,1,0,4,5,0.25,0.2,0.0,0.5714285714285714,0.0,0.2,0.0,0.5714285714285714,0.0,1.0,0.14285714285714285,0.2,0.0,0.5714285714285714,0.0,1.0,0.14285714285714285,0.2,0.1111111111111111,0.5714285714285714,0.8571428571428571
signatureBaseString,10,4,0,10,0,0,0,16,8,1,0,0,40,131,2,1,0,1,0,0,0,2,1,1,0,6,8,0.16666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,1.0,0.0,0.6,0.29411764705882354,0.0,0.3333333333333333
getBoolean,18,2,1,13,2,0,0,21,16,11,1,3,61,109,2,1,0,1,0,0,0,2,1,1,0,6,14,0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,1.0,0.0,1.0,0.0,0.26666666666666666,0.0,0.0,0.0
has,15,3,1,9,2,0,0,15,11,6,1,0,44,82,5,0,0,5,0,0,0,8,6,6,3,28,41,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,1.0,0.0,1.0,0.0,1.0,0.54,0.0,1.0
handleInputStreamMessage,65,10,1,24,6,0,0,48,16,11,0,2,138,267,2,0,1,1,0,0,0,3,0,0,0,5,3,0.029850746268656716,0.25,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
cryptoOperation,30,5,0,15,4,0,0,23,12,1,0,0,73,93,3,1,0,2,0,0,0,2,2,0,0,8,11,0.09090909090909091,1.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.1,0.0,1.0,0.1,1.0,0.0,0.1,0.0
replayRemoteTransactionIfNeeded,29,3,1,21,8,0,0,33,13,12,0,2,83,164,9,1,1,4,2,0,0,9,4,4,0,25,42,0.23684210526315788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23529411764705882,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.2542372881355932,0.0,1.0
assertNoTransactions,13,2,1,6,1,0,0,9,2,1,0,0,33,22,2,1,0,2,0,0,0,1,1,0,0,6,5,0.13333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.5,0.23076923076923078,1.0,1.0
eventually,15,2,1,6,2,0,0,11,5,2,0,0,35,53,2,0,0,2,0,0,0,1,1,0,0,4,8,0.11764705882352941,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0
verifyRemoteTransaction,28,6,1,23,5,0,0,31,8,8,0,0,80,138,2,0,1,2,0,0,0,4,1,1,0,10,15,0.06666666666666667,0.3333333333333333,0.0,0.25,0.0,0.3333333333333333,0.0,0.25,0.0,1.0,0.0,0.1111111111111111,0.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.08333333333333333,0.25,0.875
createRollbackRpcOptions,8,5,0,8,1,1,0,14,5,5,0,0,33,76,2,0,0,1,0,0,0,2,0,0,0,3,13,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0
validateLongValue,8,1,0,3,1,0,0,9,3,0,0,0,20,48,2,1,0,1,0,0,0,2,1,1,0,6,14,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.25,0.0,1.0
validateIntegerValue,6,2,0,3,0,0,0,5,3,1,0,0,14,37,4,0,0,1,1,0,0,6,1,0,0,12,25,0.4,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.5,0.4375,0.0,1.0,0.0
validateLongValue,5,1,0,2,0,0,0,3,2,1,0,0,9,20,2,0,0,1,0,0,0,2,1,0,0,5,17,0.2857142857142857,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5555555555555556,0.0,1.0,0.0
getPluginMetrics,6,2,1,9,0,0,0,5,7,2,0,0,24,51,3,0,0,2,0,0,0,1,1,0,0,5,6,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.25,0.0,1.0,0.0,0.3333333333333333,0.21428571428571427,0.0,0.25
openPostInReaderOrInAppWebview,11,4,1,12,2,0,0,12,6,0,0,0,40,75,6,0,1,2,1,0,0,6,2,0,0,12,16,0.35294117647058826,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0
getDescendants,6,3,0,2,0,0,0,7,0,0,0,0,16,27,2,0,0,3,0,0,0,3,1,0,0,7,18,0.25,0.3333333333333333,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0
getAmbuityParserInterpreter,27,7,0,23,2,0,0,36,5,0,0,3,85,195,2,0,0,4,0,0,0,6,1,0,1,13,49,0.06896551724137931,1.0,0.42857142857142855,0.125,0.125,0.0,0.0,0.0,0.0,1.0,0.125,1.0,0.0,0.125,0.0,1.0,0.125,1.0,0.0,0.125,0.0
trackLastVisibleTab,4,0,0,3,1,0,0,1,2,0,0,0,8,6,2,0,0,2,0,0,0,0,2,0,0,5,5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0
copyAttachments,29,2,0,26,9,0,0,16,3,0,0,2,63,69,2,0,0,2,0,0,0,0,0,0,0,2,0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
evaluateTemplate,3,2,0,2,0,0,0,4,1,0,0,0,10,42,2,0,1,1,0,0,0,3,2,1,0,8,15,0.4,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.25,0.0
validateAndConvert,14,8,1,13,0,0,0,16,12,0,0,1,54,110,2,1,0,1,0,0,0,1,0,0,0,3,5,0.125,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
convertToDrel,10,1,1,3,1,0,0,4,2,1,0,0,15,33,15,1,0,10,3,0,0,13,7,2,2,42,72,0.6,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0
collectGarbage,174,16,1,108,30,0,0,223,178,128,0,41,727,696,441,28,1,289,89,0,0,538,474,296,107,1814,1750,0.7170731707317073,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,0.7227979274611399,0.0,1.0
putOutTheGarbage,604,41,1,389,117,0,0,749,641,417,0,148,2495,2396,11,3,1,8,2,0,0,12,11,7,0,46,50,0.01788617886178862,0.1,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.027777777777777776,0.022617124394184167,0.0,0.0
handleSendFailure,126,20,1,92,16,0,0,120,71,12,0,6,391,589,2,0,0,1,0,0,0,2,0,0,0,3,8,0.015625,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02877697841726619,0.0,1.0,0.0
getMouseAdapter,304,45,1,206,20,0,0,333,152,160,0,49,1001,1492,4,0,0,2,1,0,0,2,1,0,0,6,13,0.012987012987012988,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.08791208791208792,0.0,1.0,0.0
createNonOfficeElements,307,45,1,207,21,0,0,335,153,160,0,49,1005,1503,1,0,0,1,0,0,0,0,0,0,0,1,2,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.2,0.0,0.0,0.0,0.0,0.09090909090909091,0.2,0.02197802197802198,0.0,0.15,0.0
getMotherTonguePanel,304,43,1,205,21,0,0,330,152,159,0,49,995,1483,4,2,0,3,0,0,0,5,1,1,0,12,22,0.012987012987012988,0.5,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.009009009009009009,0.0,0.7142857142857143,0.0,1.0,0.0,0.10714285714285714,0.0,0.0,0.0
getTreeButtonPanel,304,45,1,206,20,0,0,333,152,160,0,49,1001,1492,4,0,0,2,1,0,0,2,1,0,0,6,13,0.012987012987012988,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.08791208791208792,0.0,0.14285714285714285,0.0
availability,23,2,0,6,4,0,0,16,11,9,0,1,49,42,2,0,1,1,0,0,0,0,1,0,0,3,2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.0,0.0,0.0
testRenderedTab,9,3,1,10,0,0,0,11,3,5,0,1,36,63,3,1,1,3,0,0,0,3,0,2,0,9,14,0.25,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23809523809523808,0.0,0.8333333333333334,0.0
addDefaultHeaders,37,4,0,14,6,1,0,27,6,0,0,2,77,135,5,1,1,3,1,0,0,5,1,0,0,13,20,0.11904761904761904,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.2,0.0,1.0,0.0,1.0,0.5,0.7,0.0,0.5,0.0
getBlogsForCurrentView,17,3,1,7,2,0,0,11,5,2,0,2,39,106,6,0,1,2,1,0,0,5,3,1,2,15,45,0.2608695652173913,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,0.0,0.5,0.35294117647058826,0.5,1.0
bail,44,6,1,18,7,0,0,44,34,22,0,5,162,129,2,0,1,1,0,0,0,1,1,1,0,4,6,0.043478260869565216,0.14285714285714285,0.0,0.3333333333333333,0.0,0.14285714285714285,0.0,0.3333333333333333,0.0,1.0,0.0,0.03571428571428571,0.0,0.6666666666666666,0.0,1.0,0.0,0.14285714285714285,0.023809523809523808,0.3333333333333333,1.0
nextRowInternally,43,1,1,13,6,0,0,33,18,18,0,7,119,129,15,1,1,8,2,0,0,11,7,6,3,42,37,0.25862068965517243,1.0,0.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0,1.0,0.28,0.0,1.0,0.0,1.0,1.0,0.6363636363636364,0.28378378378378377,1.0,1.0
createPreparedEvent,7,4,1,10,0,0,0,7,7,2,0,0,33,50,5,2,0,4,0,0,0,5,1,0,0,16,25,0.4166666666666667,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.75
createEnvironmentPreparedEvent,6,3,1,8,0,0,0,6,5,1,0,0,27,41,7,2,0,7,0,0,0,8,4,1,0,26,43,0.5384615384615384,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.7272727272727273,0.5,1.0
performBasicMappingTest,16,3,1,25,0,0,0,14,6,3,0,0,62,74,39,6,1,89,0,0,0,63,27,6,3,211,274,0.7090909090909091,1.0,1.0,0.12962962962962962,0.1111111111111111,1.0,1.0,0.037037037037037035,0.018518518518518517,1.0,0.05555555555555555,1.0,1.0,0.037037037037037035,0.037037037037037035,1.0,0.12962962962962962,1.0,0.9322033898305084,0.05555555555555555,0.24074074074074073
isAvailableInModule,40,5,1,34,6,0,0,40,12,0,0,0,120,218,2,1,0,1,0,0,0,1,1,0,0,4,7,0.047619047619047616,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06976744186046512,0.05405405405405406,0.0,0.0
processResolveVariants,10,1,0,6,3,0,0,9,4,5,0,0,27,28,2,0,0,3,0,0,0,5,4,4,0,13,19,0.16666666666666666,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.5555555555555556,0.5,0.5
executeReloadAndWaitForCompletion,1,0,0,1,0,0,0,1,1,0,0,0,3,7,2,0,0,1,0,0,0,1,2,1,0,4,4,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.5714285714285714,0.0,1.0,0.0
insertOrUpdate,8,3,0,5,1,1,0,12,5,4,0,0,42,26,7,0,1,4,1,1,0,14,4,3,0,48,30,0.4666666666666667,0.75,0.6666666666666666,0.0,0.5384615384615384,0.6,0.0,0.38461538461538464,0.0,1.0,0.0,0.5,0.0,0.5384615384615384,0.0,1.0,0.0,0.5365853658536586,0.0,0.8461538461538461,0.0
updatedChannel,18,1,0,9,0,0,0,11,6,4,0,1,32,54,4,0,1,2,1,0,0,2,1,1,0,8,14,0.18181818181818182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
getSchemaProperties,66,14,1,68,9,0,0,87,6,4,0,1,230,497,2,1,0,1,0,0,0,1,0,0,0,3,5,0.029411764705882353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03529411764705882,0.0,0.0,0.0
